CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
cs07F-kvjn52fm--zn2yv5-19zxkdrnrvj951ckq2s_UDP-0_RTP_1_A_176420_189405,"yeah yeah yeah if you need like any like if you need like a information or the confirmation just send me the message on the messenger for example or <unk> or something so yeah i'm i'm on ways so 
",[],[],[],yeah. yeah. yeah. if you need like any. like if you need like a information or the confirmation just send me the message on the messenger. for example. or whatsapp. or something so yeah i'm i'm so,[],[],[]
cs07F-kvjn52fm--zn2yv5-19zxkdrnrvj951ckq2s_UDP-0_RTP_1_A_189960_193175,"good good luck guys good luck 
",[],[],[],good. good luck guys. good luck.,[],[],[]
cs07F-kvjn52fm--zn2yv5-19zxkdrnrvj951ckq2s_UDP-0_RTP_1_A_194770_196805,"bye 
",[],[],[],have fun. have a nice day. bye.,[],[],[]
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_003650_008090,"hello <unk> this is yan i'm i'm going 
",[],[],[],hello jakub this is this is yan i'm calling to reach out um.,"['jakub', 'yan']",[],[]
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_008547_040761,"ah hey nice nice good to hear you again ah i'm calling you about or regarding the partner from serbia we had a call yesterday about and i wanted to just discuss with you view of concern of the meeting you know i i've got the meeting with them and explain the potentials of improving <unk> model adaptation 
",[],['serbia'],[],nice nice good to hear you again ah i'm calling you about or regarding the partner from serbia we had a call yesterday about and i wanted to just discuss with you view of concern of the meeting you know i i've got the meeting with them and explain the potentials of improving s t t model adaptation.,[],['serbia'],['yesterday']
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_054120_057815,"no no problem so we can call each other 
",[],[],[],yeah no problem so we can call each other.,[],[],[]
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_063280_063875,"okay 
",[],[],[],okay.,[],[],[]
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_064750_065415,"yeah 
",[],[],[],yeah.,[],[],[]
cs11M_NT-RE38aaddde0bfdfe51546a1f48f0022516_A_066710_068255,"okay okay 
",[],[],[],okay i'll come to see you.,[],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_002780_005105,"hello <unk> can you hear me well 
",[],[],[],hello kuba. can you hear me well?,['kuba'],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_008350_013645,"good good to hear you after such a long time i i working today 
",[],[],[],good good to hear you after such a long time. are you working today?,[],[],['today']
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_022661_048765,"okay perfect i i wouldn't disturb you for for a long time i will just get few small questions regarding new partner or yeah yeah yeah dealing with he asked me that they they would like to improve their speech to text model do you know something about it was discussed on a business level 
",[],[],[],okay perfect i i wouldn't disturb you for for a long time . i will just get few small questions regarding new partner we are dealing with. he asked me that they would like to improve their speech to text model . do you know something about it? it was discussed on a business level.,[],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_054890_056655,"yeah 
",[],[],[],yep yep. that one.,[],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_070420_106475,"no but sorry <unk> listening i was discussing this technical level with them but you know they already discussed with us do you need our speaker identification but during the training they asked me also for speech to text and improving it or fighting the model for the for the course but i'm not sure if this is really in the scope of the project with them so that's why i'm asking you 
",[],[],[],no but sorry formatial listening. i was discussing this technical level with them but you know they already discussed with us. do you need our speaker identification? but during the training they asked me also for speech to text and improving it or fighting the model for the for the course but i'm not sure if this is really in a scope of the project with them. so that's why i'm asking you.,[],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_144570_145735,"okay great so 
",[],[],[],okay. great so.,[],[],[]
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_153130_180409,"i haven't spoke about it with them yet but we've got a blank call in two hours so i'll be really open and glad to discuss this this topic with them i'll i'll described them pros and cons or they can get or gain on it and are also direct them with the next business level information to okay 
",[],[],['two hours'],i haven't spoke about it with them yet but we've got a blank call in a two hours. so i'll be really open and glad to discuss this this topic with them i'll i'll described them pros and cons or they can get or gain on it. and i also direct them with the next business level information to you.,[],[],['two hours']
cs11M_NT-RE7c6a9aa13e72ebbb390f429a53d7b0f5_A_186840_190465,"okay okay perfect i'll i'll let you know see you bye 
",[],[],[],okay okay. perfect. i'll let you know. see you kuba.,['kuba'],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_001310_003595,"hey <unk> how are you 
",[],[],[],hey kristýna. how are you.,['kristýna'],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_007410_007865,"
",[],[],[],hi.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_008450_008885,"yeah 
",[],[],[],yeah.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_010960_011995,"bye 
",[],[],[],yeah fine.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_013000_016685,"almost christmas time so so it's fine now 
",[],[],[],almost christmas time so so it's fine now.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_033770_034915,"yeah yeah 
",[],[],[],yes yes.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_041710_042095,"
",[],[],[],yeah.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_052690_053715,"okay okay 
",[],[],[],okay okay.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_061630_063025,"okay okay 
",[],[],[],okay okay.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_064080_072875,"about this other and are we talked about some wine maybe if it's possible 
",[],[],[],i think about it with adam and we talked about some wine maybe if it's possible.,['adam'],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_079590_080065,"yeah 
",[],[],[],yeah.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_082180_082635,"yeah 
",[],[],[],yeah.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_084310_084715,"
",[],[],[],yes.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_086550_086925,"
",[],[],[],yes.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_094630_098615,"oh it is gonna be perfect yeah okay 
",[],[],[],it it'd perfect yeah okay.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_110040_110565,"yeah 
",[],[],[],and.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_111450_112885,"and orange boxes 
",[],[],[],and orange boxes.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_115100_121555,"okay okay okay yeah 
",[],[],[],okay okay perfect okay okay yeah that's fine.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_130230_131295,"okay 
",[],[],[],okay.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_136661_142965,"okay okay fine so i'm looking forward to to your email and we will see 
",[],[],[],okay okay fine bye i'll looking forward to your email and we will see.,[],[],[]
cs12M_NT-REaebeef0b57b2d0e1547cae7384c4af41_B_146110_149455,"okay okay okay okay yeah 
",[],[],[],okay okay okay okay yeah yes fine.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_002169_006920,"hello <unk> here hi 
",[],[],[],hello. it's marek here. hi!,['marek'],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_007670_008415,"how are you 
",[],[],[],how are you?,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_009389_011765,"bye 
",[],[],[],i'm fine.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_012475_016684,"<unk> christ christmas time so it's fine 
",[],[],[],christmas time so it's fine.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_018940_019795,"i i am 
",[],[],[],i i'm,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_021304_028225,"yeah yeah yeah i'm looking forward for christmas so so we will see 
",[],[],[],yeah yeah yeah. i'm looking forward for christmas so so we will see.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_033130_034875,"almost all yeah yeah 
",[],[],[],almost all. yeah yeah.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_035688_036355,"do you 
",[],[],[],and you?,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_051350_052725,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_057965_065634,"yeah i would like to ask you about some slides from presentation about so vote 
",[],[],[],yeah yeah yeah. i would like to ask you about some slides from presentation about voicebots .,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_066663_081135,"so some some <unk> scenario from this from this presentation and i would like to use it but it's only picture i would like some icons from from this slide 
",[],[],[],it's some some voicebot scenario from this from this presentation and i would like to use it but it's only picture. i would like some icons from from this slide.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_089020_089856,"perfect 
",[],[],[],perfect.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_106510_107165,"yeah 
",[],[],[],yeah.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_113380_114225,"yeah 
",[],[],[],yeah yeah.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_115333_115818,"
",[],[],[],tom.,['tom'],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_117960_123765,"yeah yeah yeah of course yeah yeah okay okay thank you bye 
",[],[],[],yeah yeah yeah. of course. yeah yeah yeah okay okay. thank you very much.,[],[],[]
cs12M_NT-REc247f5c69d31332236cc41ca960f4257_changed_A_125640_127395,"bye 
",[],[],[],yeah bye.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_001170_002945,"hi kristi 
",['kristi'],[],[],hi kristi it's evžen.,"['kristi', 'evžen']",[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_007260_008415,"yeah sure sure 
",[],[],[],yes sure sure.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_026950_028435,"yeah okay 
",[],[],[],yeah okay.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_039140_039555,"
",[],[],[],and i'll.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_059310_059865,"okay 
",[],[],[],okay.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_082490_154671,"yeah sure sure that's that's good idea well i cannot really think right now about the the i mean the which which restaurant but i think i will let you know later i'll think about it whatever and yeah yeah that's that's okay and regarding the rescheduling yeah that's that's fine because yeah i originally thought that it will be better in the office but then we rearranged it to outside of the office now we are back in the office so that that that that's fine yeah so it's fine and yeah yeah okay okay that that's fine and i'm okay with that and yeah fine and regarding the restaurant i i let you know which one will be best because i i have to ask them about the <unk> which food they would like to <unk> which food they don't want to so so yeah i will get this in form later 
",[],[],[],yeah. sure sure. that's that's good idea . well i cannot really think right now about the the i mean the which which restaurant but i think i will let you know later i'll think about it whatever and yeah yeah that's that's okay and regarding the rescheduling yeah that's that's fine because yeah i originally thought that it will be better in the office but then we rearranged it to outside of the office now we are back in the office so that that that that's fine yeah anyway so that's fine yeah yeah okay okay that that's fine and i'm okay with that and yeah fine and regarding the restaurant i i i let you know which one will be best because i i have to ask them about the wi which food they would like to end and which food they don't want so so so i will get this in form later.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_158590_159115,"yeah 
",[],[],[],yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_161800_162615,"yeah 
",[],[],[],yeah yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_164330_164695,"
",[],[],[],yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_182100_182525,"yeah 
",[],[],[],yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_186920_190375,"yeah yeah yeah thanks thanks bye 
",[],[],[],yeah yeah ja thanks for the help that that's good.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_191529_200085,"okay yeah fine yeah so yeah i will let you know as as soon as possible about the other stuff the restaurant and so on yeah 
",[],[],[],okay yeah fine yeah so yeah i will let you know as as soon as possible about the other stuff the restaurant and so on yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_205520_207105,"okay great 
",[],[],[],okay great.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_210360_211825,"okay 
",[],[],[],okay yeah.,[],[],[]
cs13M_NT-REa2d8ece67d322ad0a46c4d4cc5bf5285_B_212490_215595,"yeah okay thanks bye bye bye 
",[],[],[],yeah okay thanks bye bye bye.,[],[],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_002590_004675,"hi kristi 
",['kristi'],[],[],hi kristi .,['kristi'],[],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_005540_008875,"okay okay can i can i talk do you have a 
",[],[],[],are you okay can i can i talk do you have a minute.,[],[],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_009650_010775,"okay okay 
",[],[],[],okay okay.,[],[],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_011350_088703,"yeah i need something you know one of our partners comes for training it should be next week but if if if if it's too early then then we can we can rearrange that they should come for a training for two days and and well i was i was asked to arrange all this and they they so i need to to get some accommodation for them because it's yeah it's for two days and well arrange the the training and so on so and because i i'm not really experienced with with like organizing the training or do do you have any any experience did did you organize something so so basically what what i would like to know if if or do you know what to ask me for do what information you need to to arrange this for me 
",[],[],"['next week', 'two days', 'two days']",yeah i need something you know one of our partners comes for training it should be next week but if if if if it's too early then then we can we can rearrange that they should come for a training for two days and and well i was i was asked to arrange all this and they they so i need to get some accomadation for them because it's yeah it's for two days and well arrange the the training and so on so and because i i'm not really experienced with with like organizing the trainings do do you have any any experience did did you organize something so so basically what what i would like to know if if or do you know what to ask me for do what information you need to to arrange this for me.,[],[],"['next week', 'two days']"
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_155710_191844,"yeah oh yeah that's actually yeah you said about this <unk> place i think i was there at least once it's yeah that is this what's what's the street name <unk> that that was it like there was some nice offices like training places where yeah there was enough place for a lot of people and there was there was a restaurant close to it so yeah that's that's that's that's good idea that's a nice tip um oh okay 
",[],[],[],yeah oh yeah that's actually yeah you said about this coworking place i think i was there at least once it's yeah that is this what's what's the street name kralova that that was it like there was there was some nice offices like training places where yeah there was enough place for a lot of people and there was there was a restaurant close to it so yeah that's a that's a good idea that's a that's a nice tip okay.,[],['kralova'],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_214550_253435,"yeah yeah okay yeah yeah yeah i think about it because yeah on the other hand having it in a can be can be better because we have we have also some internal people in the in the office so if they need something like some more technical details from from the researchers or developers they that could be good if if we have it inside not not outside yeah yeah okay yeah i will think about it and and and let you know yeah that's that's yeah great okay thanks thanks and yeah yeah yeah will send it to you okay cool thank you 
",[],[],[],yeah yeah okay yeah yeah yeah i will think about it because yeah on the other hand having it in a in a can be can be better because we have we have also some internal people in the in the office so if they need something like some more technical details from from the researchers or developers they that could be good if if we have it inside not not outside yeah yeah okay yeah i will think about it and and and let you know yeah that's that's yeah great okay thanks thanks and yeah yeah will send it to you okay cool thank you.,[],[],[]
cs13M_NT-REa498bba932321699810ae1ef4ff5b20e_changed_A_254810_257805,"okay okay so yeah i thank you bye bye 
",[],[],[],okay okay so yeah have a nice day bye bye.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_003900_017697,"hi <unk> this is michael um i have i have some questions regarding our work is it okay to call you for like two or three minutes now 
",['michael'],[],['three minutes'],hi kuba this is michal i have i have some questions regardings our work is it okay to call you for like two or three minutes now.,"['kuba', 'michal']",[],['two or three minutes']
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_025430_025975,"yeah 
",[],[],[],yeah.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_028850_056893,"no problem i indeed this is gonna be this is gonna be short i have some some questions regarding the trip you had recently into the asia if you recall the situation there like was everything fine from the <unk> after your arrival did you have to do some what is it quarantine or or i know 
",[],['asia'],[],no problem i indeed this is gonna be this is gonna be be short i have some some questions regarding the trip you had recently into the asia if you recall the situation there like was everything fine from the coronavirus after your arrival did you you had to do some what is it quarantine or a no.,[],['asia'],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_062690_063225,"yeah 
",[],[],[],yeah.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_079570_080015,"
",[],[],[],yeah.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_091500_092085,"right 
",[],[],[],right.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_105720_114365,"yeah yeah while the traveling and like if everything was safe and safety and how do you feel over all after the trip 
",[],[],[],yeah yeah yeah while the traveling and like if everything was safe and safety and how do you feel over all after the trip.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_124590_125215,"ciao 
",[],[],[],ha.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_128330_129095,"right 
",[],[],[],alright.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_133900_152399,"i'm sorry for for that to hear that you had to consult too many tests but overall yeah so overall you are fine the nose is a little bit destroyed but it will heal as well 
",[],[],[],that i am sorry for for that to hear that you had to consult too many tests but overall yeah so overall you are fine the nose is a little bit destroyed but it will heal as well doesn't he.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_153670_156545,"yeah yeah perfect 
",[],[],[],yeah yeah first weeks.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_160280_160955,"ah 
",[],[],[],ah.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_168310_183259,"alright yeah i will be in the office up up to actually after the new year i won't be in the office i'm like switching to the vacation mode today so that's that's 
",[],[],[],alright yeah i will be in the office up up to actually after the new year i won't be in the office i'm like switching to the vacation mode today so that's that's.,[],[],"['the new year', 'today']"
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_186870_187415,"right 
",[],[],[],right.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_193670_199925,"yeah you too enjoy it enjoy the rest of the year and the holiday season 
",[],[],['year'],yeah you too enjoy the rest of the year and the holiday season .,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_200650_225814,"to calm down little bit still checking the <unk> if we should if we have some orders that i'm ready to sign them i'm on vacation but ready to sign a contract on a christmas eve if necessary so no accounting with them just send me an <unk> i won't checking email but i will be checking my cell phone for <unk> or for call 
",[],[],['a christmas eve'],to calm down little bit still checking the invoices if we should if we have some orders that i'm ready to sign them i'm on vacation but ready to sign a contract on a on a christmas eve if necessary so no accounting with them just send me an s m s i won't checking email but i'll be checking my cellphone for sms or for call.,[],[],['christmas eve']
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_237170_239095,"okay so we are you 
",[],[],[],yeah okay so we are good.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_239820_249730,"okay that's true so thanks for telling me everything is fine i'm glad to hear hear that and enjoy the rest of the year 
",[],[],['year'],okay that's true so thanks for telling me everything is fine i'm glad to hear hear that and enjoy the rest of the year.,[],[],[]
cs14M_NT-RE7f94d8316d8fffc7756ee70208b5cedf_A_252740_253665,"bye bye 
",[],[],[],bye bye.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_000700_002225,"hello this is michael speaking 
",['michael'],[],[],hello this is michael speaking.,['michael'],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_016790_028794,"no i thought it's like three thirty i thought i had two more hours that's kind of complication okay 
",[],[],"['three thirty', 'two more hours']",no i thought it's like three thirty. i thought i had two more hours. that's kind of complication. okay.,[],[],"['three thirty', 'two more hours']"
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_030950_031645,"bye 
",[],[],[],right.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_036370_038305,"okay 
",[],[],[],okay,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_059050_059785,"okay 
",[],[],[],okay.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_061870_076204,"perfect so now i feel so much relieved okay okay so then everything is fine i have some time to pick my stuff and i will be expecting you at at three thirty today right 
",[],[],"['three thirty', 'today']",perfect. so now i feel so much relieved. okay. okay so then everything is fine. i have some time to pick my stuff and i will be expecting you at at three thirty today right?,[],[],"['three thirty', 'today']"
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_081540_083955,"yeah yeah no problem 
",[],[],[],yeah yeah yeah. no problem.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_087120_123323,"no problem i it's thank you for the clarification still i have some some a couple of more questions regarding this trip i was not totally sure like what's the dress code for this meeting i i think there are some <unk> from the government and there would be probably in some uniform or something so i was thinking about bringing with me the suit but not sure if i wouldn't be like <unk> so what's your opinion about this 
",[],[],[],like no problem. i it's thank you for the clarification. still i have some some a couple of more questions regarding this trip. i was not totally sure like what's the dress code for this meeting? i i think there are some v i ps from the government and there would be probably in some uniform or something. so i was thinking about bringing with me the suit but not sure if i wouldn't be like overdressed. so what's your opinion about this?,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_152240_152665,"yeah 
",[],[],[],yeah.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_156210_157435,"okay 
",[],[],[],okay.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_161970_163515,"right so <unk> 
",[],[],[],right. so flipflop.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_166030_166715,"right 
",[],[],[],alright.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_169660_170695,"nice 
",[],[],[],nice .,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_172070_191092,"okay so then it's everything fine so perfect i don't need to take this this heavy suit together with me it's always a problem not to for the ironing and to to make it look okay okay good news so i'm all set perfect 
",[],[],[],okay! so then it's everything fine. so perfect i don't need to take this this heavy suit together with me. it's always a problem not to for the ironing and to to make it look okay. okay good news. so i'm all set. perfect.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_192340_206985,"no no no that's no that was that was the question if if the suit would be as than i would have some other other questions but this is this is fine so it's casual beach dress code so it's fine 
",[],[],[],no no no. that's no that was that was the question. if if the suit would be as than i would have some other other questions. but this is this is fine. so it's casual a beach dress code that this is fine.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_208445_210785,"specifically beach okay 
",[],[],[],specifically beach. okay.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_211270_211905,"right 
",[],[],[],alright.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_212750_218142,"okay so i will get some okay thank you 
",[],[],[],okay i thought i would get some. okay i would get them.,[],[],[]
cs14M_NT-REf7cda1492d4e13f6562794794a4458df_B_218820_219455,"bye bye 
",[],[],[],bye bye.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_001890_003235,"hi there this call 
",[],[],[],hi there this is michal.,['michal'],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_006250_009225,"<unk> i'm good i'm good 
",[],[],[],ciao kristýna! i'm good i'm good.,['kristýna'],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_010020_012935,"so what can what can i do for you today 
",[],[],['today'],so what can what can i do for you today?,[],[],['today']
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_016650_017485,"sure 
",[],[],[],yeah sure!,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_026910_028435,"cool that was quick 
",[],[],[],cool! that was quick.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_033460_034015,"good 
",[],[],[],good!,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_053130_053925,"bye 
",[],[],[],boy!,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_059430_060875,"cool 
",[],[],[],cool!,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_070200_071175,"yeah 
",[],[],[],yeah yeah.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_079920_080915,"okay 
",[],[],[],okay.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_091890_093725,"yeah sure yeah 
",[],[],[],yeah sure,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_117900_118985,"yeah yeah yeah 
",[],[],[],yeah yeah yeah that.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_119930_182833,"hey i like it i mean florida is a great place um if we can support them even better in terms of the band i definitely i mean you pick i'm i'm not that familiar with the with the with the czech music music scene so you pick whichever you find will be the the the the right one for the audience i i i i personally i don't mind in terms of food yes super please please just keep in mind and we will have some vegetarians vegans and and what not dietary restrictions and i don't know some colleague of mine have also some this this allergy to i don't know what i i don't remember now i'll let you know via email but please remember also with regard of the food for some alternative that will be my only my only comment otherwise sounds perfect 
",[],['florida'],[],hey i like it i mean florida is a great place. if we can support them even better. in terms of the band i definitly i mean you pick i'm i'm not that familiar with the with the with the czech music music scene so you pick whichever you find will be the the the the right one for for the audience. i i i i personally i don't mind. in terms of food yes super please please just keep in mind that we will have some vegetarians vegans and and what not dietary restrictions and i don't know some colleague of mine have also some this this allergy to i don't know what i i i i i don't remember now i'll let you know via email. but please remember also with regard of the food for some alternative that will be my only my only comment. otherwise sounds perfect.,[],['florida'],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_189790_190535,"yeah 
",[],[],[],yeah.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_193760_194425,"yeah 
",[],[],[],yeah.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_195390_203445,"yeah i heard that that that there's this there are one or two <unk> that are good in <unk> maybe we can go for local and support the local ones 
",[],[],[],yeah i heard that that that there's this there are one or two d j that are good in brno. maybe we can go for local and support the local ones.,[],['brno'],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_216260_217105,"yeah yeah 
",[],[],[],yeah yeah yeah.,[],[],[]
