CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
fa03F-kvl0ae1g--zn2yv4-19zxkdrp3cxj91cki0k_UDP-0_RTP_1_A_168166_179068,"you'd you'd bring anything back from yeah ah scrooge mm
","you're bringing anything back from yeah a good mm
",,,[],[],[],did you bring anything back from? yeah gut.,[],[],[]
fa03F-kvl0ae1g--zn2yv4-19zxkdrp3cxj91cki0k_UDP-0_RTP_1_A_179068_189693,"yeah sure i mean i have enough in my apartment but we we can try the fresh ones that you wrote as well
","yeah sure i mean i have enough in my apartment but we we can try the fresh ones that you wrote as well
",,,[],[],[],yeah sure i mean i have enough in my apartment but we we can try the fresh ones that you brought as well.,[],[],[]
fa03F-kvl0ae1g--zn2yv4-19zxkdrp3cxj91cki0k_UDP-0_RTP_1_A_189693_202818,"yes may be yeah good yeah
","yes may be yeah good yeah
",,,[],[],[],yes maybe yeah gut. yes.,[],[],[]
fa03F-kvl0ae1g--zn2yv4-19zxkdrp3cxj91cki0k_UDP-0_RTP_1_A_202818_212557,"tag thanks uh thank you and i'm happy that he likes it and um yeah i'm looking forward to see you soon
","tag thanks and thank you and i'm happy that he likes it and i'm looking forward to see you soon
",,,[],[],[],thanks thanks. thnk you and i'm happy that you liked it and looking forward to see you soon.,[],[],[]
fa03F-kvl0ae1g--zn2yv4-19zxkdrp3cxj91cki0k_UDP-0_RTP_1_A_212557_218181,"yeah sure yeah by uh
","yeah sure yeah by uh
",,,[],[],[],yeah sure. yeah bye. bye.,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_002886_006423,"hey hey this is uh on peter
","hey this is uh this is peter
",['peter'],['peter'],['peter'],[],[],hey this is this is yan. is this petr?,"['yan', 'petr']",[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_009465_015671,"yeah i can hear you actually very well according to over the phone because some hotel broken you understand me
","yeah i can hear you actually very well according to the phone some hotel broken you understand me
",,,[],[],[],yeah yeah. i can't hear you actually very well. the quality of the sound is is somehow terrible. can you understand me?,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_021738_040485,"well i try to take my phone through the window because i don't know if this is the signal if it is my cell phone or what what what is going on well never mind actually i i wanted to ask you what do you are eating these days are those are are you cooking or going eating out
","well i try to take my phone through the window because i don't know if this is the second or if it is my cell phone or what what what is going on well never mind actually i wanted to ask you what you are eating these days are are are are you cooking or going eating out
",[[]],"[[], []]",[],[],['these days'],well okay. i try to take my phone to the window because i don't know if this is the signal or if it is my cell phone or or or what is going. well never never mind actually i i wanted to ask you what you're eating these days well are are you cooking or are you going eating out?,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_048410_068893,"actually today i ordered to crunch read michael so uh basically now i'm uh i'm i'm fine my i was rather asking generally like uh in in the evenings whether you have any interesting meal to cook that you could recommend me are just not into cooking at all
","actually today i ordered dukla country michal so uh basically now i'm a i'm i'm fine my i was rather asking generally like uh in the evenings whether you have any interesting meal to cook that you could recommend me are just not into cooking at all
",['michael'],['michal'],['michael'],[],[],well actually today i already took lunch with my colleagues so basically now i'm i'm i'm fine. but i was rather asking generally like in in the evenings whether you have an interesting meal to cook that you could recommend me or you're just not into cooking at all?,[],[],['today']
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_087770_088474,"yeah
","yeah
",,,[],[],[],yeah yeah.,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_097086_129597,"well actually i mean to cooking but selectively you know uh uh i'm rather eat in needy needy stuff so my wife would be the would be doing the sweet things and maybe some soups but if it adult meat or fish that's mostly needed is doing it uh at our place so i take it quite simple i usually take of frying pan or then i i try to meet into p._c.s some salt tonight and oil and and i i just let the let the baking for two hours
","well actually i am into cooking but selectively you know uh uh i'd rather eat in needy needy stuff so my wife would be the would be doing the sweet things and maybe some soups but if there's no meat or fish that's mostly needed he's doing it uh at our place so i take it quite simple i usually take of frying pan out then i i try to meet into p._c.s put some sauce tonight and oil and then i i just let it let it baking for two hours
",[[]],[[]],[],[],['two hours'],well actually i am into cooking but selectively you know i'm rather in in meaty meaty stuff. so my wife would be the would be doing the sweet things and maybe some soups but if it is about meat or fish that's mostly me that is doing it at our place. so i i take it quite simple i usually take a frying pan or a pan i i chop the meat into pieces put some salt on it and and oil. and i just let it let it baking for two hours and that's it.,[],[],['two hours']
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_136063_161960,"that that would be difficult because i mostly have know received at all bob if you actually want some some really good ones uh our son has bought recently uh an indian cookbook and it's really nicely written these written by a person that knows that ah the people in the west would it would be using it so that the recipes or have some options
","that it would be difficult because i mostly have no received all bought if you actually want some some really good ones uh our son has bought recently uh an indian cookbook and it's really nicely written written by a person that knows that uh the people in the west would would be using it so they're the recipes or have some options
","['bob', [], 'west']",[[]],['bob'],['west'],[],well that that would be difficult because i mostly have no receipt at all. but if you actually want some some really good ones our son has bought recently an indian cookbook and it's really nicely written. it is written by a person that knows that the the people in the west would would be using it. so the the recipes had some options.,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_163124_169362,"things you originally indians i some local things and it's actually very doable into the the meals are very tasty
","things you originally indians i some local things and it's actually very doable into the the meals are very tasty
",[[]],[[]],[],[],[],original indian some local things. and it's actually very doable and the the meals are very tasty.,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_182392_198300,"yeah i i can take it i can take it then you can go be stuff about i think i i mean he's or girl quite possibly say about it so uh i think he wouldn't like me to lending through but you can compete or photography if you want
","yeah i i can take it i can take it then you can go be stuff about i think i i mean he's a girl quite possibly say about it so uh i think he wouldn't like me to lending through but you can compete or photography if you want
",,,[],[],[],yeah i can i can take it i can take it and you can copy stuff. well i think adam is quite possessist about it so i think he wouldn't like me to lend it to you but you can copy it or photograph it if you want.,['adam'],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_205600_206399,"good
","good
",,,[],[],[],good!,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_207030_208013,"yeah yeah
","yeah yeah
",,,[],[],[],yeah yeah.,[],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_209480_211835,"sure sure doing by by either
","sure sure doing by by either
",,,[],[],[],sure sure. we'll do it. bye bye petr.,['petr'],[],[]
fr01M_NT-REc726aa510e72f38cf70429952a1f5ffe_A_213320_213735,"yeah
","yeah
",,,[],[],[],ciao.,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_000250_000635,"yeah
","yeah
",,,[],[],[],yes?,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_003820_007685,"oh hey hey hey theater yeah sure sure sure it's me
","hey hey hey theater yeah sure sure sure it's me
",,,[],[],[],ah! hey hey hey petr. yeah yeah sure sure sure it's me.,['petr'],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_026499_061347,"yeah you know i'm i'm not terribly bigger either and basically i read everything discomfort undermine under my eyes it's mostly uh cold these bringing some books that are work that distribute them so uh the recent time uh what what what did i read i read i read the d._c. science fiction books by these chinese offer i think it's uh she you know truly fight pronounce it correctly and i think i read like five books from him all alternatively good are already go the reading
","yeah i you know i'm i'm not a big reader and basically i read everything that comes on their mind my aunt's it's mostly a cold is bringing some books to to work and that distribute them so uh the recent time uh what what what did i read i read i read any science fiction books by these chinese or for i think it's a shame you know truly five pronounce it correctly and i think i read like five books from him or alternatively good are already reading
","[[], []]","[[], [], []]",[],[],[],yeah you know i'm i'm not terribly big reader and basically i read everything that comes under my under my hands. it's mostly a colleague that he's bringing some books to the work and then distribute them. so the recent time what what what did i read? i i read this science fiction books by these chinese author i think it's a shi shen liu not not sure if i pronounce it correctly. and i think i read like five books from him. all all terribly good. all very good reading.,['shi shen liu'],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_065329_101204,"yeah well i didn't know him as well or three years back and then i dunno who brought it to to work but somehow someone brought uh he's boot so he has got this uh three orgy about uh the end the father civilization and and so on that is very interesting but maybe want to start some shorter stories so then i'll wait i think i have even the short stories on my desk yeah it's the short thirty the dark or to do the wondering ass and uh that's that's pretty good start i think
","yeah well i didn't know him a few years back and then i don't know who brought it to to worry about someone someone brought a he's boot so he's got this a trilogy about uh the end of our civilization and and so on that is very interesting but maybe you want to start some short stories so then i'll wait i think i have even the short stories on my desk yeah the short stories that are going to do the wondering ass and uh that that's pretty good start i think
","[[], []]",[[]],[],[],[],yeah well i didn't know him as well as three years back and then i don't know who brought it to to work but someone someone brought his books so he has got this trilogy about the the end of our civilization and and so on that is very interesting. but maybe you want to start with some shorter stories so then well wait i think i have even the short stories on my desk. yeah! he has got the short stories that are called the the wandering earth and that's that's pretty good start i think.,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_112918_145879,"well my wife actually uh red uh i think she writes these and she kind of like date and now she's in the bigger three oh gee i think she finished uh the first boop and she's starting the second one so let's see because the second one at the beginning it's go slow it's little be tough but let let's see i think i think uh it's it's very interesting it's not all about technology but those are those like psychology and human relations around and i think this is pretty interesting
","well my wife actually uh read uh i think she read these and she kind of like date and now she's in the bigger three oh gee i think she finished uh the first book and she started the second one so let's see because the second one at the beginning it's go slow it's a little bit tough but let let's see i think i think uh it's it's very interesting it's not all about technology but those are those like psychology and human relations i think this is pretty interesting
","[[], [], []]","[[], [], []]",[],[],[],well my wife actually read i think she read this and she kind of liked it. and now she's in the bigger trilogy and i think she finished the the first book and she's starting the second one so let's see because the second one at the beginning is it it goes slow. it's a little bit tough. but let let's see i think i think it it's it's very interesting. it's not all that about technology but also about like psychology and human relations around and i think this is pretty interesting.,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_152357_153785,"yeah yeah
","yeah
",,,[],[],[],yeah yeah.,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_156676_167462,"yeah sure but i but i think i still think if you order something from the bookstore like today it's gonna still make it uh i'm i'm until christmas they still have a right
","yeah sure but i i think i still think if you order something from a bookstore like today it's gonna still make it a until christmas they still have the right
",,[[]],[],[],[],yeah sure but i but i think i still think if you order something from a bookstore like today it can still make it until until christmas. they still have a week. right?,[],[],"['today', 'christmas', 'a week']"
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_174300_190148,"yeah yeah sure so basically okay you're gonna have these movies it's not even mine uh it's easy to er chinese coding who brought it to the lab the last uh last year so it's kind of collect these property so we can just get it done to put the that they could make money or
","yeah yeah sure so basically you're gonna have these movies it's not even mine it's easy or chinese going who brought it to the lead the last the last year so it's kind of like these property so we can just get it done to put the the that they could make money or
",[[]],"[[], []]",[],[],[],yeah yeah sure so basically you can you can have this book it it's not even mine it's it's our chinese colleague who brought it to the lab last last year. so it's kind of collective property. so you can just get it and put it to take it back when when you are finished.,[],[],['last last year']
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_195848_204347,"yeah yeah yeah how come see us basically tell tell me if you if you if you manage to read it or if you read anything else it's go that's always good to discuss
","yeah yeah yeah how come see us basically tell tell me if you if you if you manage to read it or if you read anything else it's it's always good to discuss
",,,[],[],[],yeah you're welcome. and basically tell me if you if you manage to read it or if you read anything else it's always always good to discuss.,[],[],[]
fr01M_NT-REca891b1d94099a12ce4dde7d9ef5e581_B_206367_209467,"yeah good good pizza here bye bye
","good good pizza here bye bye
",,,[],[],[],yeah good good good petr. see you bye bye.,['petr'],[],[]
fr02M_NT-CHR3_2621056_A_008736_010605,"conference perception this his mouth speaking
","conference reception this is mael speaking
",,,[],[],[],conference reception. this is mael speaking.,['mael'],[],[]
fr02M_NT-CHR3_2621056_A_013844_015695,"oh yeah sure i him over to
","oh yeah sure
",,,[],[],[],yeah. sure. i'll hand him over to you.,[],[],[]
fr02M_NT-CHR3_2621071_A_011860_015075,"hey um is it the right time to talk now
","hey i'm the right time to talk now
",,,[],[],[],hey! is it a right time to talk now?,[],[],[]
fr02M_NT-CHR3_2621071_A_023920_026325,"okay sure i would do that sorry
","okay sure i will do that sorry
",,,[],[],[],okay sure. i will do that. sorry. see you.,[],[],[]
fr02M_NT-CHR3_2621079_A_010560_018295,"hey sorry uh but the incoming during the meeting or i find that
","hey sorry ah but the incoming during the meeting uh i find that
",,,[],[],[],hey. sorry about the calling during the meeting is it is it fine now?,[],[],[]
fr02M_NT-CHR3_2621079_A_029430_040155,"okay okay perfect so if if that's fine i wouldn't be long but i just wanted to check with you for the um finals you know this life for the final presentation conference did did you have time to finish them
","okay that's a perfect if that's fine i wouldn't be long but i just wanted to check with you for the um finals you know this life for the final presentation conference did did you have time to finish them
",,,[],[],[],okay okay perfect. so if if that's fine i won't be long but i just wanted to check with you for the final you know the slides for the final presentation at the conference. did you have time to finish them?,[],[],[]
fr02M_NT-CHR3_2621079_A_076030_092175,"okay okay sure that that makes sense i i mean you know it's not too much of a rush in the end because the the work husband mostly done but uh uh so can you can you call me back once it's done 'em and then we can discuss uh voice that you know just send it send them by email i think that will be finals
","okay okay sure that that makes sense i mean you know it's not too much of a rush in the end because the the words husband mostly done but uh so you can you can you can you call me back once it's done 'em and then we can discuss or or is that just send it send them by email i think that would be fine
",,,[],[],[],okay okay sure. that that makes sense. i i mean you know its not too much of a rush in the end because the the work has been mostly done. but sure so can you can you call me back once its done? and then we can discuss or you know just send it send them by email. i think that will be fine also.,[],[],[]
fr02M_NT-CHR3_2621079_A_098490_101985,"okay perfect thanks thank you very much so
","okay perfect thank thank you very much
",,,[],[],[],okay perfect. thanks. thank you very much. see you.,[],[],[]
fr02M_NT-CHR3_2621079_A_103870_104235,,,,,[],[],[],bye.,[],[],[]
fr02M_NT-CHR3_2621114_A_005650_006135,"hello
","hello
",,,[],[],[],hello.,[],[],[]
fr02M_NT-CHR3_2621114_A_008110_008595,"mhm
","mhm
",,,[],[],[],hi! cool.,[],[],[]
fr02M_NT-CHR3_2621114_A_016670_017125,"yes
","yes
",,,[],[],[],yes.,[],[],[]
fr02M_NT-CHR3_2621114_A_017890_033805,"yeah no i i did tickets uh it's great thanks for the work i so i checked the sex on slight three this is just one minor things that i changed and by the way i wouldn't trust what suffered did you used to make the the diagram slight it looks very good
","yeah no i i did tickets uh it's great thanks for the work i i check the effects on like three this is just one minor thing that i changed and i wonder what what did you used to make the the diagram slice it looks very good
","[[], []]","[[], []]",[],[],[],yeah. no. i did check it. its great thanks a lot for the work. i so i checked the text on slide three there's just one minor thing that i changed and by the way i just wanted to ask what software did you use to make the the diagram on slide eight? it looks very good.,[],[],[]
fr02M_NT-CHR3_2621114_A_055960_058495,"okay okay great no that's that's great work
","okay okay great no that's that's great
",,,[],[],[],okay okay great. no that's great work.,[],[],[]
fr02M_NT-CHR3_2621114_A_062820_069015,"yes sure um and by the way do you want to have lunch maybe before the the conference together
","yes sir um and by the way do you want to have lunch maybe before the the conference together
",,,[],[],[],yeah! sure. and by the way did you want to have lunch maybe before the the conference together?,[],[],[]
fr02M_NT-CHR3_2621114_A_081160_084405,"okay okay great so what what time with with secure
","okay okay great what what time with with the situation
",,,[],[],[],okay okay great! what time would would suit you?,[],[],[]
fr02M_NT-CHR3_2621114_A_090160_090635,"okay
","okay
",,,[],[],[],okay.,[],[],[]
fr02M_NT-CHR3_2621114_A_091180_094755,"sure that's great that's great okay so i i'd miss you there
","that's great that's great okay so i i'm with you there
",,,[],[],[],no sure that's great that's great. okay so i'll meet you there.,[],[],[]
fr02M_NT-CHR3_2621114_A_106040_109705,"okay perfect so me to uh at the hotel and then we worked together though
","okay perfect so i i'll meet you at the hotel and then we work together
",,,[],[],[],okay. perfect so i'll meet you at the hotel and then we walk together there.,[],[],[]
fr02M_NT-CHR3_2621114_A_111750_115205,"okay great well thanks and again for your work
","okay great well thanks a lot thanks for your work
",,,[],[],[],okay great well thanks a lot and thanks again for your work.,[],[],[]
fr02M_NT-CHR3_2621114_A_117560_118385,"if i
","right
",,,[],[],[],see you. bye.,[],[],[]
fr02M_NT-CHR3_2621136_changed_B_008620_010185,"how're you doing
","how're you doing
",,,[],[],[],how are you doing?,[],[],[]
fr02M_NT-CHR3_2621136_changed_B_013980_020425,"yes yes i'm 'cause um i i was just calling um choose you know that the status for this life you know if they're finished
","yes yes i'm 'cause i'm i was just calling 'em choose you know the the state just for this life you know if they're finished
",,,[],[],[],yeah yeah. i'm good. i i was just calling to to know the status for the slides. do do you know if they're finished?,[],[],[]
fr02M_NT-CHR3_2621136_changed_B_030740_058805,"yeah i did um so we did an overview with pets um i mean he's feedback was that dislike work probably been too long a technical ah for the presentation um so i was thinking um someone just told me about his software where you can make a very simple background i think i will give us a try and eventually try to think you find it so i i dunno if you can do also on your part just you know try to keep these guideline of making things
","yeah i did um so we didn't overview with 'em i mean he's feedback was that dislike work for too long in the tooth technical ah for the presentation um so i was thinking um someone just told me about this software where you can make a very simple background i think i will give this a try and eventually try to fight it so i i dunno if you can do also on your part just you know try to keep these guideline of making things fit
",,,[],[],[],yeah i did so we did an overview with petr i mean his feedback was that the slides were probably a bit too long and a bit too technical for the presentation. so i was thinking someone just told me about a software where you can make a very simple diagram. i think i will give this a try and eventually try to simplify this. so i i don't know if you can do also on your part just you know try to keep this guideline of making things bit simpler?,['petr'],[],[]
fr02M_NT-CHR3_2621136_changed_B_064100_064965,"okay
","okay
",,,[],[],[],okay. perfect.,[],[],[]
fr02M_NT-CHR3_2621136_changed_B_071470_074405,"oh i'm i'm already in munich i can by train today
","oh i'm i'm already in munich a can buy train today
",['munich'],['munich'],[],['munich'],[],i'm i'm already in munich. i came by train today.,[],['munich'],[]
fr02M_NT-CHR3_2621136_changed_B_081850_084995,"okay so are you saying the hyper in hotel also
","okay so are you saying that the hyper in hotel also
",,,[],[],[],okay. so are you staying at the hyperion hotel also?,[],['hyperion hotel'],[]
fr02M_NT-CHR3_2621136_changed_B_089370_090805,"okay okay that's perfect
","okay okay that's perfect
",,,[],[],[],okay okay that's perfect.,[],[],[]
fr02M_NT-CHR3_2621136_changed_B_091500_094485,"well you yes it's martha
","for you yes it's marek
",['martha'],['marek'],['martha'],[],[],yeah well see you yeah see you tomorrow.,[],[],['tomorrow']
fr02M_NT-CHR3_2621136_changed_B_095510_095925,,,,,[],[],[],bye.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_003180_004575,"but this is neil
","hey this is neil
",['neil'],['neil'],['neil'],[],[],hey petr this is mael.,"['petr', 'mael']",[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_007930_008905,"then you're
","then you're
",,,[],[],[],hey good to hear you.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_011990_025375,"um i'm just going because there's uh conference uh meshing running in uh in to generate um so i wanted to give you some details on it and to know if you would like to become also with me
","um i'm just going because there's a conference a machine learning in a hurry to generate um so i wanted to give you some details on it and you know if you would like to come with me
",,,[],[],[],i'm just calling because there is a conference of machine learning in paris in january so i wanted to give you some details on it and to know if you would like to to come also with me.,[],['paris'],['january']
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_031500_034955,"ah it's between the seventeen and twenty first
","it's between the seventeen and twenty first
",[[]],[[]],[],[],['between the seventeen and twenty first'],it's between the seventeenth and the twenty first.,[],[],"['seventeenth', 'twenty first']"
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_036600_037945,"five days
","for five days
",[[]],[[]],[],[],['five days'],it's five days.,[],[],['five days']
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_049280_062625,"um maybe all updates um i was thinking that maybe we could get the hotel and um there's some uh interesting presentations and um i also submitted the paper they're so it could be interesting
","um maybe all of the states um i was thinking that maybe we could get the hotel and um there's some uh interesting presentations and um i also submitted the paper they're so it could be interesting
",,,[],[],[],maybe all of the dates i was thinking that maybe we could get a hotel and there's some interesting presentations and i also send you the paper there so it could be interesting.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_078350_079455,"yeah okay
","yeah okay
",,,[],[],[],yeah okay.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_084970_097695,"i i have a email that i will sherry email with you and uh maybe you can you can just tell me the conferences is not expensive um i think they also have remote options so it's uh
","er i i have to drive to email that i will sherry email with you and ah maybe you can you can just tell me the conferences is not expensive um i think they also have remote options so it's uh
",,,[],[],[],yes sure i have a draft email that i will share the email with you and maybe you can you can just tell me the conferences it's not expensive i think they also have remote options so it's a.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_098170_099775,"i think it's a good option
","i think it's a good good option
",,,[],[],[],i think it's a good good option.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_114580_119715,"okay great yeah and it's also in the city center of uh race which i think is nice
","okay great yeah and it's also in the city center of a virus which i think is nice
",,,[],[],[],okay great it is also in the city centre of paris which i think is nice.,[],['paris'],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_120210_122315,"um so i i will send you the email then
","um so i i will send you an email then
",,,[],[],[],so i will send you the email then.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_125590_126715,"okay yeah
","okay yeah
",,,[],[],[],okay okay yeah.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_127770_129625,"yeah thank you very much
","yeah thank you very much
",,,[],[],[],okay thank you very much.,[],[],[]
fr02M_NT-RE807848e4857cbb49e1bee5c4a61fce53_A_130530_132165,"yeah i see
","yeah i see
",,,[],[],[],okay bye see you.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_003520_005178,"but uh it's nice
","but uh it's nice
",,,[],[],[],hi petr it's mael.,['mael'],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_007450_008515,"how are you
","how are you
",,,[],[],[],how are you.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_014080_032875,"cool yeah i'm i i was just asking because you know we have this meeting or this morning at that um so i just wanted to prepare maybe the room um before the meeting and the partners sorry coming um so i was just wanting to know if you had booked room ready events
","oh cool yeah i'm i i was just asking because you know we have this meeting or this morning at that um so i just wanted to prepare maybe the room um before the meeting and the partners are becoming um so i was just wanting to know if you had booked a room ready events
",,,[],[],[],cool yeah i was just asking because you know we have this meeting this morning at ten so i just wanted to prepare maybe the room before the meeting and the partners are coming so i was just wanted to know if you had booked the room already in advance.,[],[],"['this morning', 'ten']"
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_044308_044743,"okay
","okay
",,,[],[],[],okay.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_045620_060615,"yeah so i i'm i'm already there so i i will put the um maybe maybe i can just uh prepare some steps in in the room also um and also just play the flights um this way we can start um professor
","yeah so i i'm i'm already there so i i will put the root um maybe maybe i can just uh prepare some steps in the room also um and also just play the flights and this way we can start um professor
",,,[],[],[],yeah so i'm i'm already there so i i will booked the room and maybe maybe i can just prepared some stuffs in in the room also and also display the the slides this way we can start faster.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_072910_078642,"yeah i have uh i have two flights on on the conference that i will if that's fine
","yeah i have a i have two flights on on the conference that i will if that's right
",[[]],[[]],[],[],[],yeah i have i have two slides on on the conference that i will present if that's fine.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_094990_102795,"okay and um do you also know effects will be attending the conference because i had some questions that i wanted to ask him
","okay and um do you also know effects will be attending the conference because i had some questions that i wanted to ask him
",,,[],[],[],yeah okay and do you also know if max will be attending the the conference because i have some questions that i wanted to ask him.,['max'],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_109050_109575,"okay
","okay
",,,[],[],[],okay.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_118350_119225,"okay great
","okay great
",,,[],[],[],okay great.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_120170_125985,"yeah okay um so then i see you are a bit before the the the meeting start
","yeah okay um but then i do you are you biden before the the the meeting start
",,,[],[],[],yeah okay then i see you i see you a bit before the the meeting starts.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_131840_133445,"okay okay perfect
","okay okay perfect
",,,[],[],[],okay okay perfect.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_134620_135101,"okay
","okay
",,,[],[],[],okay.,[],[],[]
fr02M_NT-REbd02a34ff6131dea3f2aa570c9d245e9_A_136150_137945,"yeah you bet
","yeah you bet
",,,[],[],[],yeah. see see you petr bye.,['petr'],[],[]
ro01M-CHR3_2620740_B_013481_015204,"hello
","hello
",,,[],[],[],hello.,[],[],[]
ro01M-CHR3_2620740_B_016010_016585,"hello
","hello
",,,[],[],[],hello.,[],[],[]
ro01M-CHR3_2620741_A_000828_017670,"hello my saying how audio you
","and all my life and how are you
",,,[],[],[],hello my friend. how are you?,[],[],[]
ro01M-CHR3_2620741_A_017670_024320,"hey my saying can you hear me allowance yes
","hey my saeed can you hear me allowance yes
",,['saeed'],[],[],[],"hey, my friend. can you hear me loud and clear?",[],[],[]
ro01M-CHR3_2620741_A_024320_049970,"ah okay let me do meet me i'm joking how you yeah yeah i've been ah at least the business my area i saw your last time where uh when or where it was full thing that's uh i'm looking so to buy a new car
","okay me me me me i'm joking how are you yeah yeah i've been ah at least in my area i saw your last time where ah when the whole thing that's uh i'm looking to buy a new car
",,,[],[],[],okay. did did you miss me? i'm joking. i'm joking. how are you? yeah i've been a little busy. i i told you last time where when we were talking that i'm looking to to buy a a new car.,[],[],[]
ro01M-CHR3_2620741_A_049970_052185,"yeah and uh
","yeah and uh
",,,[],[],[],yeah. and.,[],[],[]
ro01M-CHR3_2620741_A_052185_081827,"well i love uh i uh last days i've ah i've met the guy i met a guy from uh from romania and ah i see i was to see the car but uh he's not quite flights uh what's uh uh i'm looking to buy because uh he couldn't be too old and uh they have some uh some many can let but uh i don't know
","well i love uh i a lot of days i've ah i've met the guy i met a guy from uh from romania and uh i see i want to see the car but uh he's not quite so what uh i'm looking to buy because uh you can't be too old and uh they have some uh some many limits but uh i don't know
",['romania'],['romania'],[],['romania'],[],well. i. last days i've i've met a guy. i've met a guy from from romania. and i i was to see the car but it's not quite what i'm looking to buy because it's a little bit old and it has some some many kilometers. but i don't know.,[],['romania'],[]
ro01M-CHR3_2620741_A_081827_093765,"yes yes yeah yeah yeah uh i i still looking
","yes yes yeah yeah yeah uh i i still looking
",,,[],[],[],yeah. yeah. yeah. yeah. yeah. i'm still looking.,[],[],[]
ro01M-CHR3_2620741_A_093765_102067,"uh uh yeah uh probably a good idea yeah sure sure
","uh uh yeah uh probably a good idea yeah sure sure
",,,[],[],[],yeah. probably will be a good idea. yeah. sure. sure.,[],[],[]
ro01M-CHR3_2620741_A_120367_126114,"right right okay so
","right right okay so
",,,[],[],[],great. great. ok. so.,[],[],[]
ro01M-CHR3_2620741_A_126114_131177,"yeah yeah i would make side
","yeah yeah i would i would make five
",,[[]],[],[],[],yeah. yeah. i will i will make time.,[],[],[]
ro01M-CHR3_2620741_A_131177_151039,"yeah i will make time and uh we'll see we'll see each other outdoor place okay fen phen please please be prepared okay yeah they do good bye bye
","yeah i will make time and er we'll see we'll see each other not terribly okay fen phen please please okay yeah they do good bye bye
",,,['fen phen'],[],[],yeah. i will make time and we'll see we'll see eachother at your place. it's okay? and please be prepared. okay?,[],[],[]
